10.101148,12.328559,21.644516,24.027425,15.642450,10.785848,12.261934,4.208906,27.961640,32.106945,10.410999,3.379545,11.617458,38.061868,66.156008,6.011100,14.007868,20.561087,19.285834,25.514309,22.239570,50.695196,5.444923,37.541555,12.764532,5.655137,15.039950,30.792074,27.248051,14.863524,51.603158,11.480943,4.449070,17.598129,22.514173,29.997244,7.139536,25.956719,3.205925,25.687782,64.975257,36.188123,6.496974,24.335082,6.504644,51.262247,11.769294,25.358215,57.975864,36.667479,29.869168,26.292554,22.202816,29.847885,23.356396,6.707618,12.852515,37.584736,13.873293,14.328775,38.427958,48.077899,34.260303,5.192183,39.097249,1.133768,54.933883,15.109156,21.494503,20.201872,30.168130,13.410937,25.079333,5.034653,8.891999,19.964526,7.850395,23.244136,15.826048,25.794464,34.124797,9.536988,16.570683,40.780565,7.248463,15.941996,48.669772,9.606276,31.847489,33.817499,11.926425,51.028529,30.311113,62.316048,17.986703,18.702418,40.146878,6.809947,17.989596,24.407768,1
52.581382,50.588408,45.037573,11.828382,26.446846,36.914149,43.926770,34.292783,49.105256,49.212251,22.447551,5.977352,15.916924,16.527027,13.495809,51.645355,41.236246,23.730062,0.522698,31.604348,8.512656,6.264658,34.761410,3.397312,42.293407,23.020386,36.259329,21.141482,48.751120,35.267467,10.644001,63.808944,3.545754,24.907375,3.662838,29.445273,19.775411,20.233678,43.639472,47.687239,11.808340,43.422688,25.294427,0.813285,46.322161,23.602719,18.231886,15.637978,47.992086,16.543044,4.083685,29.316047,3.910539,60.808600,21.812533,22.630062,37.719844,1.753639,0.067541,20.355171,23.939677,24.592021,15.176072,2.273359,5.590971,39.075632,35.879021,33.680308,15.102803,20.407865,5.393225,24.292207,33.841479,15.635627,19.391879,6.099919,34.284808,62.058281,29.045778,34.249981,68.405892,45.761351,15.341552,33.064128,11.707763,3.252760,9.650255,6.662279,10.071549,10.978005,14.889517,31.027884,18.464427,24.764046,3.263406,3.249594,16.192192,10.038510,24.844934,44.742602,1
47.812729,37.723102,2.633309,11.743031,30.866019,15.829085,30.821152,5.305441,19.955786,29.279252,27.570779,19.585025,25.057742,18.278360,1.554478,18.794200,28.403467,8.595002,47.832510,12.781289,0.364069,16.615511,12.885910,50.812081,21.096740,48.190073,27.044433,89.405126,25.459623,11.850119,38.413522,17.549280,0.796319,15.269949,53.583220,18.133322,9.175646,9.333250,6.320748,6.767434,7.636161,17.463183,13.562331,28.695653,12.521410,25.584929,8.872768,2.885049,3.677046,43.215815,13.007691,25.492538,74.159561,31.048356,14.764825,44.624480,34.090332,6.742628,27.302684,27.352696,18.862579,32.986666,39.606015,19.231079,33.102259,8.173013,3.624086,21.194215,12.423342,5.928643,20.816787,29.183694,73.386980,23.424749,67.763630,9.454727,13.781312,41.639516,44.152691,19.114100,30.643139,14.752641,11.887202,3.950219,10.767575,1.271382,11.007511,22.067824,31.480040,61.224890,11.081762,17.557690,55.018135,17.995685,20.481916,1.617497,10.457660,32.588772,25.539665,1.886414,2
11.880305,8.615574,37.789695,15.036851,5.855012,56.761605,51.910017,18.703356,36.793737,43.221407,34.453984,30.490948,17.216415,47.117303,8.783131,12.564205,17.878195,10.079886,1.491846,1.528607,12.734858,16.024795,13.869772,5.467281,31.319303,27.666933,21.157216,3.991123,21.290914,20.739911,9.045124,37.322816,2.683565,37.334416,41.603979,45.554065,36.517571,6.214591,3.805467,24.088373,11.685246,32.091064,10.681860,15.323999,20.189757,12.587674,46.726461,7.322923,33.924545,20.153276,16.087477,21.801457,1.832040,21.553972,1.715376,3.418514,21.423037,17.878237,22.793711,33.726365,13.601309,11.492802,16.833833,1.922561,10.444233,20.182003,4.899374,2.568309,12.995543,0.228660,68.152261,4.229476,17.360925,40.763717,27.577342,0.798793,1.733705,42.121378,2.386888,18.687637,36.656768,13.814950,11.970148,51.813609,23.280553,72.492663,15.865727,21.711343,41.393033,29.044492,14.985330,29.741332,8.850698,40.324447,6.633320,54.565019,9.347775,19.587230,31.617242,36.397974,2
14.790449,43.010223,9.119327,31.032206,20.631669,44.544400,13.131105,26.941522,21.222362,8.134919,8.795516,37.638763,46.447366,6.385990,4.476279,12.219579,30.535488,26.370422,33.560625,32.184663,22.539325,23.930445,35.581980,9.121894,19.484585,10.278684,11.662752,41.997134,12.135030,32.277837,41.617098,31.392923,22.348577,19.328357,65.791407,5.085577,10.805367,33.168761,39.195671,31.853331,22.175019,50.459073,26.161351,58.987877,3.324464,8.763931,13.867737,36.709064,34.819080,12.601811,15.782952,55.533001,30.546488,22.999292,30.141449,27.955598,36.680711,30.728365,4.789146,51.363417,32.934996,21.328210,0.969593,80.137044,26.263572,11.022601,54.265665,3.088843,12.734993,34.061594,51.270663,19.630736,39.435986,30.175163,53.662400,14.404823,26.290342,57.169139,12.552680,43.317669,25.811491,50.896017,29.692049,19.227843,14.130529,2.420563,11.680317,55.316370,22.233404,2.620417,36.927926,10.026836,29.214780,26.186401,23.439331,50.804563,0.857936,12.573162,58.495170,23.754171,1
6.965594,22.811997,17.305814,15.689440,44.220118,21.434297,3.183094,32.731155,29.788797,30.260593,27.112016,17.226514,48.259266,41.694466,5.060158,27.734603,45.408981,3.025061,1.460120,17.681541,8.170261,7.718235,0.624402,46.771707,22.537877,27.515005,24.074772,0.972605,44.636441,43.192852,16.724022,7.890914,45.664638,17.027286,12.161059,18.377213,4.969753,23.378228,34.222117,44.338157,18.652406,0.657484,48.944721,3.752125,25.656450,7.329268,32.432237,17.997631,23.757470,4.265033,7.979624,20.666323,25.348452,30.710374,7.449625,8.754843,16.914486,20.063106,27.157933,52.822147,45.165569,47.760850,41.801435,30.927772,5.264729,0.183798,16.158076,19.058176,23.659480,37.249782,40.644988,3.664937,44.192682,8.981234,9.623200,28.742852,10.614515,38.338567,48.425993,28.090249,20.025451,19.426687,36.536273,2.068782,25.907216,31.265155,26.390290,34.421783,12.799008,5.734381,9.820640,5.746290,72.277619,6.023337,6.074927,7.136907,47.741419,11.320029,7.382818,6.780226,0
35.660504,22.415127,34.708400,7.831116,11.768301,20.460227,33.050185,16.848472,35.887888,31.107417,32.239312,13.424421,25.141125,19.850523,9.707132,22.526840,26.853710,34.223792,33.221206,29.140339,8.666186,25.255353,11.502714,12.338988,12.249694,25.805710,18.692478,26.209763,17.648756,17.128946,8.237832,23.198670,27.600320,34.054636,30.424806,45.656054,48.279465,43.659848,35.339577,34.165996,43.839290,15.625383,2.055267,14.196729,22.407903,20.439947,9.624074,5.703688,39.605721,10.066513,15.993459,4.032815,27.090303,60.046600,25.536306,19.783949,24.530128,50.665911,7.100382,8.462873,54.622635,45.719214,37.787911,27.607326,16.030586,18.264689,21.883592,30.512170,14.371681,16.098584,7.361630,49.909082,6.845068,46.758744,53.701540,26.464444,20.892907,10.983090,21.709553,6.091852,56.953648,25.282494,47.971935,30.489116,31.082805,45.686005,57.207167,16.019225,2.892736,58.023988,20.777055,26.815241,37.811962,21.971527,8.842460,1.675627,8.155109,5.654697,0.070221,1.526126,1
4.447118,34.441730,31.017860,25.196851,73.844765,41.408857,3.362086,31.781882,17.225213,57.374023,1.164670,2.654841,8.042589,11.678654,13.644027,20.269450,21.170951,27.513941,52.622407,30.738916,14.694407,1.506129,16.024909,35.023420,11.515706,46.477884,17.814759,0.948402,37.224406,46.045740,35.226659,16.303020,21.468243,11.370116,22.398347,47.881791,4.852519,26.077434,59.808892,17.993574,33.046064,15.908925,26.274074,21.355735,3.548487,20.092814,12.398799,38.816472,43.971033,25.685044,7.302770,25.720630,10.000001,18.507734,18.200029,7.599945,23.559115,12.027322,12.013472,0.100978,5.091383,13.705793,21.544058,33.120350,10.709694,24.662730,19.364602,6.436451,18.164189,12.505849,12.216141,12.153180,28.141571,35.068299,29.606206,33.538634,44.904854,9.950915,0.539788,57.728953,38.600887,4.216689,17.666171,10.638066,20.779704,46.710727,30.335543,24.100591,36.473526,17.990697,12.172666,5.559774,35.596640,31.562048,36.190891,13.695426,42.262324,0.368436,23.639907,6.901294,2
20.117321,26.315384,2.881845,6.980828,15.670400,14.039361,35.837933,20.523659,15.460461,22.026765,0.168825,22.302160,26.431655,40.025399,9.671634,29.149353,28.105296,7.375569,8.556294,40.319437,29.021105,9.651249,11.867300,47.061348,35.113003,43.241439,37.014608,8.055878,29.438597,23.013008,46.681738,29.070225,17.419287,34.383631,2.048115,30.525061,28.943382,11.312716,25.808611,2.527102,42.534576,17.970722,31.917018,4.275596,26.545466,5.923004,16.229740,9.175627,10.358709,36.264448,30.996097,8.835166,42.588310,61.636445,7.583947,28.945145,17.121382,26.002820,16.399708,21.195756,30.219508,1.410365,57.106558,17.399734,17.058192,44.976931,47.455618,1.629417,26.573573,9.843140,47.443799,11.099205,9.803723,3.787422,18.568932,13.897476,28.679715,7.493104,10.257758,0.653306,8.970714,9.131554,12.473150,12.522392,27.644280,60.732499,21.679805,42.189443,30.025926,7.250147,19.571751,25.520467,38.851522,14.457979,25.753087,10.538421,24.022879,11.812258,41.046673,12.489260,3
26.032965,25.266927,23.869543,11.182483,20.725996,71.077007,38.131530,4.289205,24.670704,41.372064,1.872829,19.956927,21.459220,51.762987,10.463843,36.528358,31.400555,12.738649,83.500628,60.019335,45.094859,4.357334,11.547449,31.126757,35.754145,47.590302,50.388309,39.657073,54.910527,9.356851,10.831625,14.389029,56.341745,17.943959,17.386570,33.587300,24.667146,18.655850,32.914959,40.986455,15.405855,44.180204,25.518075,2.311039,14.434417,27.439724,26.112168,24.902735,7.699813,23.505892,36.016915,1.348559,20.648587,6.212779,8.983156,17.476079,43.951044,16.011056,32.413266,12.630082,61.363327,0.813462,24.588185,1.054530,17.593932,6.802848,11.045452,13.457208,38.013456,5.316745,14.416256,23.293189,7.295635,42.364250,34.397805,7.656291,10.991318,25.794868,3.263646,43.137726,32.697906,28.201608,38.455946,1.977391,19.004670,7.309447,0.967531,18.501851,27.927079,6.540537,21.767957,6.086534,51.177818,7.572005,17.749670,26.551011,32.063934,16.312528,33.833368,15.778844,2
